"","symbol","entrez","entrez_mouse","symbol_mouse"
"8843","ANKRD39","51239","109346","Ankrd39"
"8844","COX16","51241","66272","Cox16"
"8845","CCDC174","51244","232236","Ccdc174"
"8846","SHISA5","51246","66940","Shisa5"
"8847","PAIP2","51247","67869","Paip2"
"8848","PDZD11","51248","72621","Pdzd11"
"8849","TMEM69","51249","230657","Tmem69"
"8850","C6orf203","51250","67851","1700021F05Rik"
"8851","NT5C3A","51251","107569","Nt5c3"
"8852","FAM178B","51252","381337","Fam178b"
"8853","MRPL37","51253","56280","Mrpl37"
"8854","RNF181","51255","66510","Rnf181"
"8855","TBC1D7","51256","67046","Tbc1d7"
"8856","MARCH2","51257","224703","March2"
"8857","MRPL51","51258","66493","Mrpl51"
"8858","TMEM216","51259","68642","Tmem216"
"8859","PBDC1","51260","67683","Pbdc1"
"8860","MRPL30","51263","107734","Mrpl30"
"8861","MRPL27","51264","94064","Mrpl27"
"8862","CDKL3","51265","213084","Cdkl3"
"8863","CLEC1B","51266","56760","Clec1b"
"8864","CLEC1A","51267","243653","Clec1a"
"8865","PIPOX","51268","19193","Pipox"
"8866","UBAP1","51271","67123","Ubap1"
"8867","BET1L","51272","54399","Bet1l"
"8868","KLF3","51274","16599","Klf3"
"8869","DNAJC27","51277","217378","Dnajc27"
"8870","IER5","51278","15939","Ier5"
"8871","C1RL","51279","232371","C1rl"
"8872","GOLM1","51280","105348","Golm1"
"8873","ANKMY1","51281","241158","Ankmy1"
"8874","SCAND1","51282","19018","Scand1"
"8875","BFAR","51283","67118","Bfar"
"8876","TLR7","51284","170743","Tlr7"
"8877","RASL12","51285","70784","Rasl12"
"8878","CEND1","51286","57754","Cend1"
"8879","COA4","51287","68185","Coa4"
"8880","RXFP3","51289","239336","Rxfp3"
"8881","ERGIC2","51290","67456","Ergic2"
"8882","GMIP","51291","78816","Gmip"
"8883","GMPR2","51292","105446","Gmpr2"
"8884","CD320","51293","54219","Cd320"
"8885","PCDH12","51294","53601","Pcdh12"
"8886","ECSIT","51295","26940","Ecsit"
"8887","SLC15A3","51296","65221","Slc15a3"
"8888","BPIFA1","51297","18843","Bpifa1"
"8889","THEG","51298","21830","Theg"
"8890","NRN1","51299","68404","Nrn1"
"8891","TIMMDC1","51300","76916","Timmdc1"
"8892","GCNT4","51301","218476","Gcnt4"
"8893","CYP39A1","51302","56050","Cyp39a1"
"8894","FKBP11","51303","66120","Fkbp11"
"8895","ZDHHC3","51304","69035","Zdhhc3"
"8896","KCNK9","51305","223604","Kcnk9"
"8897","FAM13B","51306","225358","Fam13b"
"8898","FAM53C","51307","66306","Fam53c"
"8899","REEP2","51308","225362","Reep2"
"8900","ARMCX1","51309","78248","Armcx1"
"8901","SLC22A17","51310","59049","Slc22a17"
"8902","TLR8","51311","170744","Tlr8"
"8903","SLC25A37","51312","67712","Slc25a37"
"8904","FAM198B","51313","68659","Fam198b"
"8905","NME8","51314","73412","Nme8"
"8906","KRCC1","51315","57896","Krcc1"
"8907","PLAC8","51316","231507","Plac8"
"8908","PHF21A","51317","192285","Phf21a"
"8909","MRPL35","51318","66223","Mrpl35"
"8910","RSRC1","51319","66880","Rsrc1"
"8911","MEX3C","51320","240396","Mex3c"
"8912","AMZ2","51321","13929","Amz2"
"8913","WAC","51322","225131","Wac"
"8914","SPG21","51324","27965","Spg21"
"8915","ARL6IP4","51329","65105","Arl6ip4"
"8916","TNFRSF12A","51330","27279","Tnfrsf12a"
"8917","SPTBN5","51332","640524","Sptbn5"
"8918","ZNF771","51333","244216","Zfp771"
"8919","PRR16","51334","71373","Prr16"
"8920","NGRN","51335","83485","Ngrn"
"8921","THEM6","51337","223626","Them6"
"8922","MS4A4A","51338","666907","Ms4a4a"
"8923","DACT1","51339","59036","Dact1"
"8924","CRNKL1","51340","66877","Crnkl1"
"8925","ZBTB7A","51341","16969","Zbtb7a"
"8926","FZR1","51343","56371","Fzr1"
"8927","TAOK3","51347","330177","Taok3"
"8928","KRT76","51350","77055","Krt76"
"8929","MBTPS2","51360","270669","Mbtps2"
"8930","HOOK1","51361","77963","Hook1"
"8931","CDC40","51362","71713","Cdc40"
"8932","CHST15","51363","77590","Chst15"
"8933","ZMYND10","51364","114602","Zmynd10"
"8934","PLA1A","51365","85031","Pla1a"
"8935","UBR5","51366","70790","Ubr5"
"8936","POP5","51367","117109","Pop5"
"8937","TEX264","51368","21767","Tex264"
"8938","POMP","51371","66537","Pomp"
"8939","TMA7","51372","66167","Tma7"
"8940","MRPS17","51373","66258","Mrps17"
"8941","ATRAID","51374","381629","Atraid"
"8942","SNX7","51375","76561","Snx7"
"8943","UCHL5","51377","56207","Uchl5"
"8944","ANGPT4","51378","11602","Angpt4"
"8945","CRLF3","51379","54394","Crlf3"
"8946","CSAD","51380","246277","Csad"
"8947","ATP6V1D","51382","73834","Atp6v1d"
"8948","WNT16","51384","93735","Wnt16"
"8949","EIF3L","51386","223691","Eif3l"
"8950","NIP7","51388","66164","Nip7"
"8951","RWDD1","51389","66521","Rwdd1"
"8952","AIG1","51390","66253","Aig1"
"8953","TRPV2","51393","22368","Trpv2"
"8954","COMMD10","51397","69456","Commd10"
"8955","WDR83OS","51398","414077","Wdr83os"
"8956","TRAPPC4","51399","60409","Trappc4"
"8957","PPME1","51400","72590","Ppme1"
"8958","NOL7","51406","70078","Nol7"
"8959","HEMK1","51409","69536","Hemk1"
"8960","BIN2","51411","668218","Bin2"
"8961","ACTL6B","51412","83766","Actl6b"
"8962","AMOTL2","51421","56332","Amotl2"
"8963","PRKAG2","51422","108099","Prkag2"
"8964","POLK","51426","27015","Polk"
"8965","DDX41","51428","72935","Ddx41"
"8966","SNX9","51429","66616","Snx9"
"8967","SUCO","51430","226551","Suco"
"8968","ANAPC5","51433","59008","Anapc5"
"8969","ANAPC7","51434","56317","Anapc7"
"8970","SCARA3","51435","219151","Scara3"
"8971","FAM8A1","51439","97863","Fam8a1"
"8972","HPCAL4","51440","170638","Hpcal4"
"8973","YTHDF2","51441","213541","Ythdf2"
"8974","VGLL1","51442","170828","Vgll1"
"8975","RNF138","51444","56515","Rnf138"
"8976","IP6K2","51447","76500","Ip6k2"
"8977","PCYOX1","51449","66881","Pcyox1"
"8978","PRRX2","51450","20204","Prrx2"
"8979","LCMT1","51451","30949","Lcmt1"
"8980","GULP1","51454","70676","Gulp1"
"8981","REV1","51455","56210","Rev1"
"8982","RHCG","51458","56315","Rhcg"
"8983","SFMBT1","51460","54650","Sfmbt1"
"8984","UBE2J1","51465","56228","Ube2j1"
"8985","EVL","51466","14026","Evl"
"8986","NAT8B","51471","66116","Nat8f1"
"8987","DCDC2","51473","195208","Dcdc2a"
"8988","LIMA1","51474","65970","Lima1"
"8989","CABP2","51475","29866","Cabp2"
"8990","ISYNA1","51477","71780","Isyna1"
"8991","HSD17B7","51478","15490","Hsd17b7"
"8992","ANKFY1","51479","11736","Ankfy1"
"8993","SPOUT1","51490","227695","Spout1"
"8994","NOP16","51491","28126","Nop16"
"8995","RTCB","51493","28088","Rtcb"
"8996","HACD3","51495","57874","Hacd3"
"8997","CTDSPL2","51496","329506","Ctdspl2"
"8998","NELFCD","51497","57314","Nelfcd"
"8999","TRIAP1","51499","69076","Triap1"
"9000","HIKESHI","51501","67669","Hikeshi"
"9001","CWC15","51503","66070","Cwc15"
"9002","TRMT112","51504","67674","Trmt112"
"9003","UFC1","51506","66155","Ufc1"
"9004","RTFDC1","51507","66404","Rtfdc1"
"9005","CHMP5","51510","76959","Chmp5"
"9006","GTSE1","51512","29870","Gtse1"
"9007","DTL","51514","76843","Dtl"
"9008","NCKIPSD","51517","80987","Nckipsd"
"9009","LARS","51520","107045","Lars"
"9010","TMEM14C","51522","66154","Tmem14c"
"9011","CXXC5","51523","67393","Cxxc5"
"9012","TMEM138","51524","72982","Tmem138"
"9013","OSER1","51526","66680","Oser1"
"9014","GSKIP","51527","66787","Gskip"
"9015","JKAMP","51528","104771","Jkamp"
"9016","ANAPC11","51529","66156","Anapc11"
"9017","ZC3HC1","51530","232679","Zc3hc1"
"9018","TRMO","51531","74753","Trmo"
"9019","PHF7","51533","71838","Phf7"
"9020","VTA1","51534","66201","Vta1"
"9021","PPHLN1","51535","223828","Pphln1"
"9022","MTFP1","51537","67900","Mtfp1"
"9023","ZCCHC17","51538","619605","Zcchc17"
"9024","SCLY","51540","50880","Scly"
"9025","VPS54","51542","245944","Vps54"
"9026","SIRT7","51547","209011","Sirt7"
"9027","SIRT6","51548","50721","Sirt6"
"9028","CINP","51550","67236","Cinp"
"9029","RAB14","51552","68365","Rab14"
"9030","ACKR4","51554","252837","Ackr4"
"9031","PEX5L","51555","58869","Pex5l"
"9032","LGSN","51557","266744","Lgsn"
"9033","NT5DC3","51559","103466","Nt5dc3"
"9034","RAB6B","51560","270192","Rab6b"
"9035","IL23A","51561","83430","Il23a"
"9036","MBIP","51562","217588","Mbip"
"9037","HDAC7","51564","56233","Hdac7"
"9038","ARMCX3","51566","71703","Armcx3"
"9039","TDP2","51567","56196","Tdp2"
"9040","UFM1","51569","67890","Ufm1"
"9041","FAM49B","51571","223601","Fam49b"
"9042","GDE1","51573","56209","Gde1"
"9043","LARP7","51574","28036","Larp7"
"9044","ESF1","51575","66580","Esf1"
"9045","AZIN1","51582","54375","Azin1"
"9046","PCF11","51585","74737","Pcf11"
"9047","PIAS4","51588","59004","Pias4"
"9048","TRIM33","51592","94093","Trim33"
"9049","SRRT","51593","83701","Srrt"
"9050","NBAS","51594","71169","Nbas"
"9051","CUTA","51596","67675","Cuta"
"9052","LSR","51599","54135","Lsr"
"9053","LIPT1","51601","623661","Lipt1"
"9054","NOP58","51602","55989","Nop58"
"9055","METTL13","51603","71449","Mettl13"
"9056","PIGT","51604","78928","Pigt"
"9057","TRMT6","51605","66926","Trmt6"
"9058","ATP6V1H","51606","108664","Atp6v1h"
"9059","GET4","51608","67604","Get4"
"9060","DPH5","51611","69740","Dph5"
"9061","ERGIC3","51614","66366","Ergic3"
"9062","TAF9B","51616","407786","Taf9b"
"9063","NSG2","51617","18197","Nsg2"
"9064","UBE2D4","51619","73318","Ube2d2b"
"9065","KLF13","51621","50794","Klf13"
"9066","CCZ1","51622","231874","Ccz1"
"9067","DYNC2LI1","51626","213575","Dync2li1"
"9068","SLC25A39","51629","68066","Slc25a39"
"9069","LUC7L2","51631","192196","Luc7l2"
"9070","OTUD6B","51633","72201","Otud6b"
"9071","RBMX2","51634","209003","Rbmx2"
"9072","DHRS7","51635","66375","Dhrs7"
"9073","RTRAF","51637","68045","Rtraf"
"9074","SF3B6","51639","66055","Sf3b6"
"9075","MRPL48","51642","52443","Mrpl48"
"9076","TMBIM4","51643","68212","Tmbim4"
"9077","PPIL1","51645","68816","Ppil1"
"9078","YPEL5","51646","383295","Ypel5"
"9079","FAM96B","51647","68523","Fam96b"
"9080","MRPS23","51649","64656","Mrps23"
"9081","MRPS33","51650","14548","Mrps33"
"9082","PTRH2","51651","217057","Ptrh2"
"9083","CHMP3","51652","66700","Chmp3"
"9084","CDK5RAP1","51654","66971","Cdk5rap1"
"9085","RASD1","51655","19416","Rasd1"
"9086","STYXL1","51657","76571","Styxl1"
"9087","GINS2","51659","272551","Gins2"
"9088","MPC1","51660","55951","Mpc1"
"9089","FKBP7","51661","14231","Fkbp7"
"9090","ZFR","51663","22763","Zfr"
"9091","ASB1","51665","65247","Asb1"
"9092","ASB4","51666","65255","Asb4"
"9093","NUB1","51667","53312","Nub1"
"9094","HSPB11","51668","72938","Hspb11"
"9095","SARAF","51669","67887","Saraf"
"9096","TPPP3","51673","67971","Tppp3"
"9097","ASB2","51676","65256","Asb2"
"9098","MPP6","51678","56524","Mpp6"
"9099","SUFU","51684","24069","Sufu"
"9100","OAZ3","51686","53814","Oaz3"
"9101","LSM7","51690","66094","Lsm7"
"9102","LSM8","51691","76522","Lsm8"
"9103","CPSF3","51692","54451","Cpsf3"
"9104","TRAPPC2L","51693","59005","Trappc2l"
"9105","HECA","51696","380629","Heca"
"9106","VPS29","51699","56433","Vps29"
"9107","CYB5R2","51700","320635","Cyb5r2"
"9108","NLK","51701","18099","Nlk"
"9109","PADI3","51702","18601","Padi3"
"9110","ACSL5","51703","433256","Acsl5"
"9111","GPRC5B","51704","64297","Gprc5b"
"9112","EMCN","51705","59308","Emcn"
"9113","CYB5R1","51706","72017","Cyb5r1"
"9114","SELENOT","51714","69227","Selenot"
"9115","RAB23","51715","19335","Rab23"
"9116","CAB39","51719","12283","Cab39"
"9117","UIMC1","51720","20184","Uimc1"
"9118","FBXO40","51725","207215","Fbxo40"
"9119","DNAJB11","51726","67838","Dnajb11"
"9120","CMPK1","51727","66588","Cmpk1"
"9121","POLR3K","51728","67005","Polr3k"
"9122","WBP11","51729","60321","Wbp11"
"9123","UPB1","51733","103149","Upb1"
"9124","MSRB1","51734","27361","Msrb1"
"9125","RAPGEF6","51735","192786","Rapgef6"
"9126","GHRL","51738","58991","Ghrl"
"9127","WWOX","51741","80707","Wwox"
"9128","ARID4B","51742","94246","Arid4b"
"9129","CD244","51744","18106","Cd244"
"9130","LUC7L3","51747","67684","Luc7l3"
"9131","RTEL1","51750","269400","Rtel1"
"9132","HIGD1B","51751","75689","Higd1b"
"9133","ERAP1","51752","80898","Erap1"
"9134","TMEM8B","51754","242409","Tmem8b"
"9135","CDK12","51755","69131","Cdk12"
"9136","C9orf78","51759","227707","BC005624"
"9137","SYT17","51760","110058","Syt17"
"9138","ATP8A2","51761","50769","Atp8a2"
"9139","RAB8B","51762","235442","Rab8b"
"9140","INPP5K","51763","19062","Inpp5k"
"9141","GNG13","51764","64337","Gng13"
"9142","STK26","51765","70415","Stk26"
"9143","TM7SF3","51768","67623","Tm7sf3"
"9144","RSF1","51773","233532","Rsf1"
"9145","MAP3K20","51776","65964","Map3k20"
"9146","MYOZ2","51778","59006","Myoz2"
"9147","KDM3B","51780","277250","Kdm3b"
"9148","ASIC5","51802","58170","Asic5"
"9149","SIX4","51804","20474","Six4"
"9150","COQ3","51805","230027","Coq3"
"9151","CALML5","51806","80796","Calm4"
"9152","TUBA8","51807","53857","Tuba8"
"9153","PHAX","51808","56698","Phax"
"9154","GALNT7","51809","108150","Galnt7"
"9155","BCL11A","53335","14025","Bcl11a"
"9156","CPXCR1","53336","382239","Cpxcr1"
"9157","BTBD1","53339","83962","Btbd1"
"9158","SPA17","53340","20686","Spa17"
"9159","IL17D","53342","239114","Il17d"
"9160","NUDT9","53343","74167","Nudt9"
"9161","CHIC1","53344","12212","Chic1"
"9162","TM6SF2","53345","107770","Tm6sf2"
"9163","TM6SF1","53346","107769","Tm6sf1"
"9164","UBASH3A","53347","328795","Ubash3a"
"9165","ZFYVE1","53349","217695","Zfyve1"
"9166","LRP1B","53353","94217","Lrp1b"
"9167","PANK1","53354","75735","Pank1"
"9168","SHC3","53358","20418","Shc3"
"9169","NUP54","53371","269113","Nup54"
"9170","TPCN1","53373","252972","Tpcn1"
"9171","CLIC5","53405","224796","Clic5"
"9172","STX18","53407","71116","Stx18"
"9173","MBD3","53615","17192","Mbd3"
"9174","ADAM22","53616","11496","Adam22"
"9175","BCO1","53630","63857","Bco1"
"9176","PRKAG3","53632","241113","Prkag3"
"9177","PTOV1","53635","84113","Ptov1"
"9178","S1PR5","53637","94226","S1pr5"
"9179","RIPPLY3","53820","170765","Ripply3"
"9180","FXYD7","53822","57780","Fxyd7"
"9181","FXYD6","53826","59095","Fxyd6"
"9182","FXYD5","53827","18301","Fxyd5"
"9183","FXYD4","53828","108017","Fxyd4"
"9184","P2RY13","53829","74191","P2ry13"
"9185","GPR84","53831","80910","Gpr84"
"9186","IL20RA","53832","237313","Il20ra"
"9187","IL20RB","53833","213208","Il20rb"
"9188","FGFRL1","53834","116701","Fgfrl1"
"9189","GPR87","53836","84111","Gpr87"
"9190","C11orf24","53838","72056","1810055G02Rik"
"9191","CDHR5","53841","72040","Cdhr5"
"9192","CLDN22","53842","75677","Cldn22"
"9193","MYO3A","53904","667663","Myo3a"
"9194","DUOX1","53905","99439","Duox1"
"9195","RAB4B","53916","19342","Rab4b"
"9196","RAB24","53917","19336","Rab24"
"9197","PELO","53918","105083","Pelo"
"9198","SLCO1C1","53919","58807","Slco1c1"
"9199","PPIL3","53938","70225","Ppil3"
"9200","CNTN5","53942","244682","Cntn5"
"9201","CSNK1G1","53944","214897","Csnk1g1"
"9202","A4GALT","53947","239559","A4galt"
"9203","CPSF2","53981","51786","Cpsf2"
"9204","BRWD1","54014","93871","Brwd1"
"9205","SLC37A1","54020","224674","Slc37a1"
"9206","RBM11","54033","224344","Rbm11"
"9207","PCBP3","54039","59093","Pcbp3"
"9208","YBEY","54059","216119","Ybey"
"9209","MIS18A","54069","66578","Mis18a"
"9210","TSPEAR","54084","252974","Tspear"
"9211","SETD4","54093","224440","Setd4"
"9212","FAM3B","54097","52793","Fam3b"
"9213","RIPK4","54101","72388","Ripk4"
"9214","CLIC6","54102","209195","Clic6"
"9215","GSAP","54103","212167","Gsap"
"9216","TLR9","54106","81897","Tlr9"
"9217","POLE3","54107","59001","Pole3"
"9218","CHRAC1","54108","93696","Chrac1"
"9219","GPR88","54112","64378","Gpr88"
"9220","MRPL39","54148","27393","Mrpl39"
"9221","C21orf91","54149","67102","D16Ertd472e"
"9222","DCUN1D1","54165","114893","Dcun1d1"
"9223","NANS","54187","94181","Nans"
"9224","CYCS","54205","13063","Cycs"
"9225","ERRFI1","54206","74155","Errfi1"
"9226","KCNK10","54207","72258","Kcnk10"
"9227","TREM2","54209","83433","Trem2"
"9228","TREM1","54210","58217","Trem1"
"9229","SNTG1","54212","71096","Sntg1"
"9230","SNTG2","54221","268534","Sntg2"
"9231","GPR173","54328","70771","Gpr173"
"9232","GPR85","54329","64450","Gpr85"
"9233","GNG2","54331","14702","Gng2"
"9234","GDAP1","54332","14545","Gdap1"
"9235","DPM3","54344","68563","Dpm3"
"9236","SOX18","54345","20672","Sox18"
"9237","UNC93A","54346","381058","Unc93a"
"9238","CYTL1","54360","231162","Cytl1"
"9239","WNT4","54361","22417","Wnt4"
"9240","HAO1","54363","15112","Hao1"
"9241","TERF2IP","54386","57321","Terf2ip"
"9242","SLC38A2","54407","67760","Slc38a2"
"9243","NLGN3","54413","245537","Nlgn3"
"9244","SIAE","54414","22619","Siae"
"9245","DNAJC10","54431","66861","Dnajc10"
"9246","YIPF1","54432","230584","Yipf1"
"9247","SSH1","54434","231637","Ssh1"
"9248","SH3TC1","54436","231147","Sh3tc1"
"9249","SEMA5B","54437","20357","Sema5b"
"9250","GFOD1","54438","328232","Gfod1"
"9251","RBM27","54439","225432","Rbm27"
"9252","SASH3","54440","74131","Sash3"
"9253","KCTD5","54442","69259","Kctd5"
"9254","ANLN","54443","68743","Anln"
"9255","RIN2","54453","74030","Rin2"
"9256","ATAD2B","54454","320817","Atad2b"
"9257","FBXO42","54455","213499","Fbxo42"
"9258","MOV10L1","54456","83456","Mov10l1"
"9259","TAF7L","54457","74469","Taf7l"
"9260","MRPS21","54460","66292","Mrps21"
"9261","FBXW5","54461","30839","Fbxw5"
"9262","CCSER2","54462","72972","Ccser2"
"9263","RETREG1","54463","66270","Retreg1"
"9264","XRN1","54464","24127","Xrn1"
"9265","ETAA1","54465","68145","Etaa1"
"9266","ANKIB1","54467","70797","Ankib1"
"9267","MIOS","54468","252875","Mios"
"9268","ZFAND6","54469","65098","Zfand6"
"9269","ARMCX6","54470","278097","Armcx6"
"9270","MIEF1","54471","239555","Mief1"
"9271","TOLLIP","54472","54473","Tollip"
"9272","KRT20","54474","66809","Krt20"
"9273","NLE1","54475","217011","Nle1"
"9274","RNF216","54476","108086","Rnf216"
"9275","PLEKHA5","54477","109135","Plekha5"
"9276","PIMREG","54478","109212","Pimreg"
"9277","CHPF2","54480","100910","Chpf2"
"9278","TRMT13","54482","229780","Trmt13"
"9279","DGCR8","54487","94223","Dgcr8"
"9280","UGT2B28","54490","22238","Ugt2b5"
"9281","FAM105A","54491","223433","Fam105a"
"9282","NEURL1B","54492","240055","Neurl1b"
"9283","C11orf71","54494","434402","Gm5617"
"9284","TMX3","54495","67988","Tmx3"
"9285","PRMT7","54496","214572","Prmt7"
"9286","HEATR5B","54497","320473","Heatr5b"
"9287","SMOX","54498","228608","Smox"
"9288","TMCO1","54499","68944","Tmco1"
"9289","RBM47","54502","245945","Rbm47"
"9290","ZDHHC13","54503","243983","Zdhhc13"
"9291","CPVL","54504","71287","Cpvl"
"9292","DHX29","54505","218629","Dhx29"
"9293","ADAMTSL4","54507","229595","Adamtsl4"
"9294","RHOF","54509","23912","Rhof"
"9295","PCDH18","54510","73173","Pcdh18"
"9296","HMGCLL1","54511","208982","Hmgcll1"
"9297","EXOSC4","54512","109075","Exosc4"
"9298","DDX4","54514","13206","Ddx4"
"9299","MTRF1L","54516","108853","Mtrf1l"
"9300","PUS7","54517","78697","Pus7"
"9301","APBB1IP","54518","54519","Apbb1ip"
"9302","CCDC93","54520","70829","Ccdc93"
"9303","WDR44","54521","72404","Wdr44"
"9304","ANKRD16","54522","320816","Ankrd16"
"9305","ASNSD1","54529","70396","Asnsd1"
"9306","MIER2","54531","70427","Mier2"
"9307","USP53","54532","99526","Usp53"
"9308","MRPL50","54534","28028","Mrpl50"
"9309","CCHCR1","54535","240084","Cchcr1"
"9310","EXOC6","54536","107371","Exoc6"
"9311","FAM35A","54537","75698","Fam35a"
"9312","ROBO4","54538","74144","Robo4"
"9313","NDUFB11","54539","104130","Ndufb11"
"9314","DDIT4","54541","74747","Ddit4"
"9315","RC3H2","54542","319817","Rc3h2"
"9316","TOMM7","54543","66169","Tomm7"
"9317","MTMR12","54545","268783","Mtmr12"
"9318","RNF186","54546","66825","Rnf186"
"9319","SDK2","54549","237979","Sdk2"
"9320","NECAB2","54550","117148","Necab2"
"9321","MAGEL2","54551","27385","Magel2"
"9322","GNL3L","54552","237107","Gnl3l"
"9323","WDR5B","54554","69544","Wdr5b"
"9324","DDX49","54555","234374","Ddx49"
"9325","ING3","54556","71777","Ing3"
"9326","SGTB","54557","218544","Sgtb"
"9327","SPATA6","54558","67946","Spata6"
"9328","EPB41L4B","54566","54357","Epb41l4b"
"9329","DLL4","54567","54485","Dll4"
"9330","UGT1A10","54575","394430","Ugt1a10"
"9331","UGT1A6","54578","94284","Ugt1a6a"
"9332","EGLN1","54583","112405","Egln1"
"9333","GNB1L","54584","13972","Gnb1l"
"9334","LZTFL1","54585","93730","Lztfl1"
"9335","EQTN","54586","67753","Eqtn"
"9336","MXRA8","54587","74761","Mxra8"
"9337","NDFIP2","54602","76273","Ndfip2"
"9338","DDX56","54606","52513","Ddx56"
"9339","INO80","54617","68142","Ino80"
"9340","CCNJ","54619","240665","Ccnj"
"9341","FBXL19","54620","233902","Fbxl19"
"9342","VSIG10","54621","231668","Vsig10"
"9343","ARL15","54622","218639","Arl15"
"9344","PAF1","54623","54624","Paf1"
"9345","PARP14","54625","547253","Parp14"
"9346","HES2","54626","15206","Hes2"
"9347","MAP10","54627","74393","Map10"
"9348","MINDY2","54629","235461","Mindy2"
"9349","UGT1A4","54657","394433","Ugt1a5"
"9350","UGT1A1","54658","394436","Ugt1a1"
"9351","UGT1A3","54659","22236","Ugt1a2"
"9352","TBC1D13","54662","70296","Tbc1d13"
"9353","WDR74","54663","107071","Wdr74"
"9354","TMEM106B","54664","71900","Tmem106b"
"9355","RSBN1","54665","229675","Rsbn1"
"9356","LRRN3","54674","16981","Lrrn3"
